21319338:亚丽莎,2;小说家,1;理智,1;病人,1;狩猎者,1;
3542406:子,48;球磨,46;佐,44;田村,37;原,36;
3078403:人类,33;虫子,23;地球,15;女儿,14;变暖,12;
1444232:女孩,60;她们,53;in,38;学校,31;世界,28;
1301052:飞刀,51;,42;女孩,32;爱情,30;表演,25;
1296834:女儿,116;父亲,105;小津,103;平山,67;彼岸花,59;
2063529:旅,19;红色,18;意大利,15;世界,7;爱,7;
1291588:妙子,805;回忆,405;生活,360;童年,260;五年级,254;
3988887:|,9;tom,8;爱,7;通过,7;hilary,6;
1305851:隆美尔,12;二战,4;民族,4;元帅,4;希特勒,4;
1304813:前进,11;大陆,7;麦,7;周润发,7;当雄,7;
3286524:非洲,3;父亲,2;6,2;女儿,2;合成,2;
1306957:生活,50;中国,39;和田,33;日本,33;云南,32;
3161902:女孩,5;特吕福,2;安托万,2;短片,2;几次,2;
5286821:北野武,43;黑帮,29;大友,26;道,23;黑社会,22;
1466715:分身,12;崎,8;早,8;【,7;】,7;
1307792:思考,4;gt,4;lt,4;救,4;集中营,3;
1306551:男人,16;生活,14;爱情,12;欲望,11;女人,10;
1759762:warm,4;罗斯福,3;springs,3;想象,2;胖子,2;
1299878:白兰,157;爱,52;张柏芝,49;韩国,38;照片,25;
3212120:青春,1932;风,840;九,665;降,643;阿彦,485;
2996625:rachel,203;dex,169;darcy,145;爱,138;朋友,80;
1296062:早期,2;搞笑,2;桥段,2;徐克,2;拿来,1;
4074158:商标,108;世界,65;麦当劳,59;(,54;in,51;
1420087:tommy,19;marty,17;同性恋,14;教练,12;拳击,10;
4187362:吉米,10;警察,8;l,6;q,6;内疚,5;
1299027:萨丽,29;凶手,22;名,17;男主角,17;幕后,16;
5063933:壁画,29;洞穴,29;d,27;年代,23;岩画,18;
1304666:麦可,15;伊莲娜,11;辛西娅,6;女王,6;西班牙,6;
6393356:(,3;),3;世界,3;為,3;╰,3;
1417049:梦想,204;舞蹈,110;上海,104;舞者,81;中国,75;
1293522:游戏,19;』,15;『,15;电脑,10;计算机,10;
1862867:血腥,5;mv,4;filth,3;dani,2;表达,2;
2279040:luke,61;生活,42;大麻,32;医生,25;音乐,24;
1884873:审判,61;被告,25;纽伦堡,25;法庭,21;正义,20;
5279687:fr,2;programs,1;4865,1;e,1;com,1;
1307812:哥,271;孩,266;一刀,208;仙,192;刀客,160;
1293044:emmanuelle,41;女人,21;老公,15;浴缸,13;海报,12;
1845707:角,30;小白,27;金发,20;の,17;动画,17;
3824672:秧,4863;爱情,1771;梦想,1583;爱,1429;阔,1129;
1306950:各种,4;家庭,3;不到,3;一天,3;怀孕,3;
2051554:we,5;世界,4;so,4;is,4;need,3;
1429068:中国,36;伊文思,22;*,18;日本,14;人民,13;
2062564:阳春面,30;弟弟,26;———,25;老板娘,25;三,21;
1437000:缘,8;循,8;取舍,8;王晶,5;如意,5;
1299212:,24;野玫瑰,19;葛兰,12;之恋,11;卡门,8;
1307849:爱,12;女人,7;明星,5;李冰冰,5;北宋,5;
2973543:女人,111;阿巴斯,110;艺术,105;生活,102;男人,92;
1448784:尤其,2;小朋友,2;对於,2;麼,2;互相,2;
1961963:周星驰,2077;星,1849;长江,1750;爷,1689;七号,1081;
3406778:e,3;意境,2;居然,1;走题,1;如题,1;
4119417:爱,7;心,6;jerome,6;生活,5;hollywood,4;
3829486:悬疑,5;医生,5;惊悚,5;哥伦布,5;怪圈,4;
1431617:美国,247;麦卡锡,203;新闻,140;媒体,112;政治,97;
1467235:生活,32;爱,24;韩国,15;人生,12;一周,12;
1940309:星战,25;星,15;],9;闷,9;环节,8;
1300752:座头市,219;北野武,168;武士,103;日本,95;刀,69;
2354768:内特,7;本,7;一群,5;强盗,3;弗莱彻,3;
1308777:记忆,3213;爱,1394;爱情,1105;忘记,929;删除,920;
3791904:同志,3;到场,2;感情,2;婚姻,2;无,2;
1401900:安娜,89;西班牙,52;•,43;蜂巢,34;父亲,34;
4291263:复仇,16;者,14;探长,14;正义,11;韩国,10;
1305347:爱,16;第一部,10;迷失,8;同志,7;直,7;
1401890:•,24;—,13;(,12;),12;新浪潮,12;
1296531:希区柯克,13;主人公,12;警察,7;三十九级,6;姑妈,5;
3077412:～,4;范伟,1;杨紫琼,1;刘烨,1;杨,1;
1297924:本色,4;英雄,4;林冲,3;梁家辉,3;英雄本色,3;
4888039:爱,225;小胖,217;妞,214;王子,206;胖,140;
1794171:变形金刚,2306;擎天柱,970;汽车,843;变形,715;机器人,605;
3279107:成龙,1048;小人物,754;大兵,724;小将,584;期待,459;
2002744:女人,315;焦糖,152;爱,101;爱情,99;生活,99;
1304291:哥哥,55;夏天,55;腰,38;妹妹,35;梁朝伟,26;
2294568:南京,16839;日本,16623;中国,13381;陆川,7358;历史,7132;
1462667:夏天,15;声音,10;那年,10;浪,10;声,9;
1972729:机器人,2236;亚当,693;atom,691;拳击,583;父亲,580;
3013610:日本,36;柳子,23;男人,18;爱,18;西班牙,18;
3560232:小说,26;小鬼,20;日本,16;安倍,14;式,11;
1822839:血液,1;极具,1;外表,1;轰炸,1;17岁,1;
1578503:黑帮,349;美国,292;弗兰克,247;警察,224;毒品,205;
1979074:丈夫,14;爱,14;炽,9;antonia,9;同志,7;
4924806:艾斯特,58;文化,38;塔妮雅,30;米隆,30;灵魂,27;
6116516:西蒙,83;妈妈,25;主人公,25;车行,16;小伙,16;
7163193:龙门,10;飞,6;甲,6;您,5;+,4;
1786357:短片,16;尸体,15;女儿,14;记者,14;公证员,12;
1298561:中国,168;日本,165;梶,86;為,82;战争,69;
2352020:灵魂,41;记忆,17;难民,10;复制,10;网络,9;
4919234:cohen,24;巡演,13;演出,10;纪录片,10;欧洲,8;
1780932:影子,61;音乐,19;动画,19;画面,15;georges,11;
1305843:马文信,31;刘青云,29;林岭东,28;女友,17;目露凶光,15;
4262929:朋友,30;ronny,22;妻子,17;外遇,16;nick,12;
1293480:简,31;年代,15;方,10;父亲,10;达,10;
10528835:蜜,4;可爱,4;闺,4;生活,4;长,3;
11537964:杨晋,57;赞美,37;童年,34;小波,32;聪慧,29;
1294285:少年,32;詹尼,18;绝望,15;生活,14;telly,13;
3555237:爱情,26;love,14;感情,8;爱,8;相信,7;
1306016:mabuse,12;dr,8;代表,7;wenk,7;人民,4;
3319741:d,328;…,287;洞穴,276;frank,268;探险,240;
1305016:简,3;sir,3;第一次,2;吴君如,2;弟子,2;
4127270:舞,38;街舞,31;2,23;精,20;门,19;
6116568:marko,22;jacob,18;marco,10;生活,9;爱,8;
6521831:蜜,9;闺,9;朋友,4;各自,3;彼此,3;
1310174:女人,1229;男人,686;生活,522;爱,429;爱情,355;
1468154:麦兜,346;社会,262;春,204;生活,195;栋梁,190;
6796180:青春,83;陶冶,43;斯娅,40;美好,32;爱,28;
1295363:舰长,70;发射,45;潜艇,38;战争,32;副,32;
1301968:君,30;吴彦祖,23;丑怪,20;冯德伦,19;%,16;
1292969:士兵,183;将军,118;战争,83;库,66;光荣,46;
1875403:just,1;different,1;bit,1;earlier,1;others,1;
1296034:凶手,5;者,4;追查,4;jim,4;michelle,3;
2238656:青春,8;秀雅,4;年轻,4;十三岁,3;成长,3;
3279080:史泰龙,1272;砰砰,706;敢死队,693;动作,612;李连杰,548;
2024996:大金钗,5;电视,5;四,5;周星驰,5;吴宗宪,4;
3401684:外星人,93;俄罗斯,27;拍摄,24;美国,24;莫斯科,18;
1299120:成龙,28;革命,20;警察,14;每,11;龙,10;
2155142:战争,25;士兵,18;节选,16;修订,16;伊拉克,15;
1297404:马勒,27;症,20;患者,14;爆发,8;指挥,8;
1829519:色情,4;秋千,4;艺术,4;其中,4;表演者,4;
1293103:进去,1;像是,1;沼泽,1;强大,1;到底,1;
2137298:shelly,29;女生,24;女主角,20;爱,20;女人,18;
1431714:鱼,3;跳龙门,2;出品,2;鲤鱼,2;跳,2;
4942776:武侠,4456;甄子丹,2291;金城武,1963;刘金喜,1681;陈可辛,1593;
1305315:摄影,4;战争,4;sara,3;不止,3;新闻,3;
1916854:jenny,9;ryan,5;4%,4;%,4;…,4;
1401754:老婆,22;男主角,21;莫,15;班长,12;生活,7;
4964688:护工,6;弄死,4;随便,4;怀孕,4;妹子,4;
1417454:瓦依达,18;波兰,16;意识形态,15;政治,14;历史,10;
1308912:力,97;王,96;监狱,26;暴力,25;血腥,21;
1825608:伊朗,63;女性,45;她们,25;姑娘,18;越位,17;
1422306:父亲,107;女儿,70;车,68;死亡,62;车祸,47;
4320236:杀手,343;欧阳,246;盆栽,241;萧敬腾,156;九把刀,110;
4745867:mario,13;脸,9;鬼,8;切,7;陈叔,6;
1307990:钻石,4;李连杰,4;好莱坞,3;加上,3;功夫,3;
5969348:爱,18;人生,9;生活,6;更加,6;面具,5;
5374152:dennis,59;julie,52;鬼影,42;实录,36;摄影机,35;
5153481:世界,8;少年,8;百列,7;加,7;涌,7;
1295522:735,1;仔,1;男主角,1;6,1;本人,1;
2000734:改变,43;初恋,25;曾经,23;妈妈,22;人生,20;
4250510:拼图,13;maria,6;价值,5;自我,5;家庭,4;
3250619:棺材,49;莫文蔚,46;恐怖,43;恐怖片,41;泰国,41;
3033030:凯奇,63;组织,53;正义,29;法律,16;威尔,14;
1294543:日本,21;rising,8;sun,8;2,6;文化,5;
1304939:2,3;pac,3;ya,3;参考,2;ghetto,2;
1438615:犹太人,13;母亲,8;反思,7;美国,7;世界,6;
1848300:姑娘,17;夫人,14;ophuls,13;莫泊桑,12;女人,12;
2244580:～,7;进步力量,3;配音,3;设计,3;益虫,3;
1901328:飞机,56;p,52;黑人,49;51,43;飞行员,37;
1510114:弗朗索瓦,105;女人,88;爱,82;男人,64;拉,57;
4766100:婚姻,32;提案,28;同性,24;宗教,22;＝,21;
2243841:系列,3;出演,2;绝对,2;相比之下,2;稍微,1;
6068493:f,2;散装,1;尤其,1;地球,1;binder,1;
10453719:纲,115;吉,111;将军,82;右卫,82;门,70;
1296201:第一部,6;续集,5;黄一山,5;比如,5;第二部,5;
2978372:世界,8;人生,7;宿命,6;监视器,5;设定,5;
2364973:恶搞,63;笑,50;英雄,28;蜻蜓,26;蜘蛛侠,23;
3401751:男人,18;喜剧,11;兄弟,9;噠,8;女人,8;
2080849:苏格兰,25;爱,25;hannah,22;朋友,18;男人,17;
4717612:印度,38;宝莱,20;坞,20;好莱坞,11;gt,10;
3250377:崔,327;范伟,282;小夏,251;即日,129;*,106;
1963070:人类,12;松鼠,12;scrat,10;松果,9;坚果,9;
1820156:人类,1229;世界,690;孤独,654;传奇,639;will,631;
5323968:怪兽,94;怪物,46;人类,40;机器人,39;中国,35;
6875300:爱,2;莫名其妙,1;哥们,1;好意思,1;靴子,1;
2030745:鸬鹚,5;草人,4;渔夫,4;设计,3;啥,3;
1472229:剧,7;系,6;aaron,5;女主角,5;简,5;
1296835:青春,30;生活,21;max,18;影评,13;爱情,12;
1963710:女主角,50;女人,50;警察,40;母亲,37;血腥,31;
4122194:银,258;魂,116;(,85;),84;剧场版,71;
1429106:父亲,52;自我,15;历史,15;匈牙利,14;日记,14;
5326540:成功,117;奇迹,113;梁凯恩,93;励志,63;梦想,57;
3097445:母亲,492;凯文,344;kevin,331;eva,190;爱,171;
1301668:朱丽叶,6;玛丽,4;自杀,4;denver,3;交叉,3;
1292276:地铁,186;海伦,161;helen,140;男友,125;人生,106;
3072149:生活,9;监狱,6;周围,6;朋友,6;显得,5;
1966460:图,1649;雅,1648;巴特尔,561;生活,516;森格,318;
3818585:上帝,134;god,36;神,34;泰勒,32;00,30;
1869467:可惜,3;muse,2;夸张,2;字幕,2;下去,2;
3090368:(,33;),33;恐怖,12;恐怖片,9;导游,8;
1298003:天才,19;许冠文,18;白痴,16;香港,13;精神病人,10;
3595323:宇宙,270;地球,158;生命,87;人类,81;太阳,64;
1293482:程序,55;电子,40;电脑,37;世界,36;争霸战,29;
1296720:．,16;机器,4;台,3;当作,2;有机体,2;
2055699:民,316;洙,221;爱,169;爱情,131;后悔,86;
1440174:鸡,45;先生,44;猪,27;一天,26;生活,18;
1302975:(,21;),21;东方旭,21;拳,19;武术,18;
3801661:战争,12;俄罗斯,5;拍摄,4;地狱,3;俄,3;
6772757:先生,21;菲利普,20;philip,20;及,10;克劳迪,9;
1482671:奇怪,2;坏蛋,1;道理,1;学校,1;组织,1;
1304798:火龙,21;人类,10;恶龙,9;龙,8;它们,8;
1305934:婚姻,32;爱情,22;爱,20;生活,15;love,12;
1300285:lt,3;gt,3;仓木麻衣,2;heart,2;my,2;
1400829:先生,64;于洛,63;塔蒂,33;in,31;tati,29;
19976906:动画,8;音乐,8;大师,7;轮回,5;创造,4;
1300185:安迪,91;表演,71;喜剧,57;世界,52;yeah,52;
3732493:の,14;て,9;no,7;い,6;篇,5;
4067492:f,1;gaga,1;andrew,1;放,1;d,1;
1841523:爱情,79;’,34;sert,24;toi,23;l'amour,22;
1941581:边,2;可爱,2;764,1;7130,1;尤其,1;
1296360:大使,33;戴米安,28;神父,25;保姆,22;母亲,16;
1307404:快乐,113;爱,110;小哲,104;暗,98;少年,96;
6721948:glee,52;首歌,47;唱,31;歌曲,30;rachel,23;
10794042:叶,604;叶问,293;黄秋生,195;香港,190;一战,123;
10446625:警察,80;电话,67;实验,62;权力,42;经理,37;
1296055:尼罗河,22;女儿,21;侯孝贤,14;杨林,12;失败,8;
3640870:笑,10;2号,9;pinu,8;弯,7;只要,6;
5370339:珍藏,2;四季,2;com,1;相当,1;音乐,1;
1780168:鬼,248;丝,184;爱,155;诡,153;母亲,151;
2058735:女人,157;战争,141;任务,126;她们,106;纳粹,97;
1949606:法国,5;布列塔尼,5;配合,3;面饼,3;神秘,3;
2049349:d,2;c,2;8,2;精彩,1;相当,1;
1294612:麦当娜,6;法官,3;性感,3;主演,3;一般,2;
1309056:洞穴,28;怪物,27;生物,15;失败,15;恐怖片,13;
1418070:爱,5657;爱情,2031;孙纳,1659;十年,1156;周迅,1010;
1652587:人类,7936;阿凡达,7724;d,6210;潘多拉,4588;地球,4530;
2046579:朗,78;福,77;myra,40;迈拉,39;弗兰克,30;
10750054:rama,14;sita,7;神,5;史诗,5;流传,4;
1296583:人类,91;卡斯帕,77;世界,65;kaspar,62;荷,53;
1293318:战争,1682;妹妹,1603;日本,1346;哥哥,1302;萤火虫,1031;
1294015:星,20;号,16;斯波克,15;spock,15;创世,14;
1826633:(,45;),45;aka,15;usa,8;henry,6;
1304738:系列,3;搞笑,2;今天,2;累,1;他家,1;
3446815:elvis,83;carty,80;逼,24;生活,23;青春,20;
1298880:音乐,152;学生,131;霍兰,121;老师,96;先生,94;
2124507:德尼罗,132;帕西诺,106;罗伯特,70;两位,65;警察,55;
3215099:爱情,151;爱,98;印度,94;j,90;风筝,72;
5044741:爱情,223;维修站,77;郭涛,50;婚姻,36;维修,31;
1298230:变态,43;恶心,33;火烈鸟,21;．,17;沃特斯,17;
1292822:福特,15;政治,12;追击,10;哈里森,8;美国,8;
2367243:音乐,205;尼尔,116;撒,94;纳,94;世界,90;
1910215:假发,5;短片,5;黑暗,5;瘟疫,4;小女孩,4;
1939903:一家人,4;矛盾,3;bianca,3;原因,2;彼此,2;
1401342:in,8;that,7;about,6;is,6;’,5;
5217048:字幕,8;过来,8;啊啊啊,8;土豆,8;com,2;
3291933:芦苇,11;循环,9;nick,4;20年,3;海盗,3;
2228823:异种,44;系列,21;物种,14;4,11;人类,11;
3406913:画,43;卡拉瓦,35;乔,31;﹞,22;﹝,22;
1441341:黑手党,27;意大利,14;giuseppe,10;西西里,9;luigi,9;
4836990:女主角,17;黑手,13;警察,12;f,10;交代,10;
1351675:托尼,228;孤独,215;村上,127;妻子,118;衣服,111;
1786569:哦,2;瞌睡,1;完,1;943,1;年代,1;
1308755:僵尸,849;肖恩,473;生活,181;朋友,108;shaun,99;
1456774:出演,34;友情,34;	,20;相亲,14;对象,9;
1307202:生活,17;乔,16;警察,13;k,11;好莱坞,11;
1422066:珠,43;喜,42;孔尚斗,35;孔,18;细节,13;
1296628:史泰龙,7;90分钟,5;开头,4;判官,4;特效,4;
2153101:啦,9;哥哥,8;印度,7;．,6;苏哈妮,6;
1305533:战争,24;苏联,20;爱情,19;三,13;音乐,13;
2131649:伊拉克,340;美国,291;战争,187;绿区,99;政治,85;
10833970:超人,267;变身,61;陈柏霖,54;九把刀,45;fly,44;
1302802:玩具,16;toy,7;小孩,6;tin,6;总动员,5;
1309238:动物,4;7,3;采访,3;on,2;系列,2;
1308892:eva,294;人类,269;世界,203;明日香,171;嗣,168;
3360975:泸沽湖,16;拉,16;命运,15;珠,15;老人家,13;
4262170:梦想,200;音乐,65;混混,57;立威廉,44;团,38;
2998412:女孩,16;女主角,15;巴黎,15;三,11;美国,11;
4896760:比如,3;霉运,3;手机,3;学生,3;从来,2;
1958031:扎,277;巴多杰,258;平衡,233;་,205;可可西里,173;
1419939:生活,24;母亲,22;妈妈,21;男人,21;完美,18;
4267948:爱,133;爱情,77;lister,75;anne,73;安妮,61;
2241931:演出,13;部分,12;表演,6;唱,6;男人,6;
2123630:•,6;宝宝,5;妈妈,5;新衣,3;胖嫂,3;
4711343:信仰,54;爱,53;上帝,53;凯文,39;gavin,38;
1861076:贺,6;原著,3;老板,3;老婆,2;似的,2;
1464450:犬夜叉,13;桔梗,11;戈薇,7;剧场版,6;落,5;
1293074:法国,20;康康舞,19;红磨坊,14;妮,12;歌舞,11;
3690520:爱,4;信仰,4;相信,2;真爱,2;生死,2;
1421489:生活,45;女孩,30;东京,21;孤独,21;她们,19;
5908470:尼玛,66;老人,49;太阳,32;左边,26;救赎,25;
3115106:态度,102;篮球,90;黑人,85;啤,57;台,54;
3195035:世界,13;心,11;观点,8;疯,7;精神,7;
1296424:工作,87;公司,42;异化,25;工人,23;生活,20;
1292994:cecilia,159;世界,143;生活,127;tom,84;真实,78;
1464814:赤军,2;老赖,2;居然,1;相差,1;三星,1;
2132041:公主,5;童话,5;魔法师,3;吉卜力,3;麵,3;
1301173:布洛克,18;食物,12;选美,9;小姐,9;女人,9;
3792787:周星驰,69;七,58;仔,57;地球,54;长江,50;
1293341:gt,95;lt,95;女儿,75;母亲,60;生活,52;
6886462:鬼,27;奈,17;春,17;＝,16;厕所,12;
1295273:小楼,106;罗维,57;拍摄,19;陈自强,18;公司,17;
1307708:*,217;上海,96;小红,89;中国,84;生活,80;
3768046:梦想,45;街舞,37;阿伦,34;纪录片,27;人生,14;
1793912:狗,687;bolt,669;一只,250;波特,239;闪电,236;
2059824:－,27;印度,26;勒克瑙,23;特快,13;城市,13;
1301167:第一部,2;拉法德,1;潮,1;男主角,1;看吧,1;
1941367:in,14;he,9;marcel,9;小黑,9;sex,6;
1864993:教会,41;神父,25;,22;美国,20;纪录片,18;
3296071:现实生活,2;安妮亚,2;适合,1;创作,1;想象,1;
1419557:侯孝贤,50;台湾,20;朱天文,20;天文,15;往事,15;
1867424:方面,2;依然,2;第三季,2;抖,2;精彩,1;
1485078:革命者,6;革命,6;日本,4;闹,4;情色,3;
1970753:盖,15;希,15;森林,11;雷欧,8;哈姆艾格,4;
1440852:黑社会,3;韩国,3;主人公,3;爱,3;放弃,2;
1300749:吸血鬼,37;．,31;棺材,17;德莱叶,14;老头,13;
2989728:管区,8;和谐,7;国,5;朋友,5;干预,4;
1297109:生活,21;弗兰克,16;贫穷,15;父亲,11;angela,9;
3072516:印度,4;海外,3;坞,2;宝莱,2;居民,2;
1305164:李翘,2435;香港,1868;黎小军,1777;爱情,1601;哥,1381;
3182438:鬼,4;一会儿,4;啦,3;恐怖片,2;伯特,2;
6221409:沈阳,338;张柏芝,267;河东狮吼,229;2,210;烂片,121;
3226150:爱,196;希,103;heathcliff,67;爱情,67;斯克利夫,62;
3007773:摇滚,1804;电台,1354;音乐,1059;海盗,855;自由,668;
1758606:tim,19;弟弟,12;哥哥,10;gary,8;光头,5;
2364005:美女,7;啦啦队,4;720,3;表演,3;养眼,3;
1421886:镜子,75;地狱,70;虫,66;女人,64;爱,58;
1299711:日本,192;大逃杀,109;2,96;赤军,96;学生,87;
5285682:斯坦,2;弗兰肯,2;确切,1;现代,1;本书,1;
1308990:贞,176;慧,167;生活,55;女人,47;母亲,36;
1295518:动物,42;沙漠,22;可爱,21;狒狒,18;in,17;
2381844:蒋经国,16;台湾,12;小蒋,8;政治,7;独裁者,7;
1400668:飞飞,9;生活,6;周星驰,6;垃圾,5;小人物,5;
3999737:出租车,122;徐,100;午夜,72;鬼,71;徐子,66;
6311979:死神,11;村民,6;牛仔,5;相信,5;教会,4;
4185683:黑暗,30;美丽,28;爱情,26;生灵,24;•,23;
1308050:记忆,3;第一部,2;打斗,2;结尾,2;且,2;
1293147:梁朝伟,44;吴宇森,38;警察,32;卧底,30;周润发,28;
1295622:希区柯克,7;一面,4;悬念,4;各,4;商业片,4;
1308524:金基德,97;海岸线,81;士兵,71;韩国,33;疯,30;
1302108:欲望,58;弗斯,45;医生,43;女人,40;罗伯特,38;
1304905:华盛顿,15;老婆,12;警长,11;丹泽尔,11;情人,9;
2338069:弗里曼,20;算是,11;编剧,9;偷,8;贼,7;
1550282:爱,27;je,23;é,18;t'aime,17;de,16;
10833654:女人,5;男人,5;娱乐圈,3;游戏,3;演技,3;
20515010:夏天,21;秋天,18;等待,10;季节,8;著,5;
1761140:呼呼,6;大人,5;小孩,4;小朋友,4;打开,3;
1304340:文本,21;瑞尔,16;利普加,16;狂野,15;菲,15;
1469441:枪,5238;方,2243;幼儿园,1460;老师,1333;小红花,1165;
1294764:gt,6;lt,6;parker,5;题材,4;强尼,4;
1361254:青春,79;摇摆,77;她们,64;爵士乐,56;－,52;
2067291:],5;田园诗,4;诗歌,4;lead,4;roads,4;
1759192:sir,9;三个,8;甘,8;警察,8;受伤,5;
5153402:可爱,9;andy,4;),3;豆豆,3;袋子,3;
1292506:赌神,15;邱淑贞,8;黑社会,7;王晶,7;2,6;
1303651:tracy,36;妈妈,24;青春,20;十三岁,18;艾维,17;
1307532:她们,19;青春,17;世界,13;爱,12;夏天,11;
3148699:–,11;爱,5;世界,3;自行,2;ros,2;
1295175:向日葵,15;丈夫,13;爱情,9;战争,8;见到,6;
1299997:人群,2;摊,1;第二个,1;小贩,1;般,1;
2255576:女子,38;外乡人,36;爱,35;拉吉,32;印度,20;
1422106:成龙,73;时刻,49;尖峰,46;大哥,34;美国,32;
2222996:母亲,448;父亲,444;生活,300;良多,243;家庭,232;
4310059:女儿,111;黄秋生,99;报应,73;银河,61;王浩潮,59;
10833882:儿,42;婉,40;危城,36;萱,32;天津,22;
1433525:德,11;迈克尔,10;詹尼克,10;彼,8;莎拉,7;
1462409:注定,7;日子,6;政治,4;拍摄,4;里奇奥,4;
6796158:曹操,2254;铜,701;雀,697;台,673;历史,524;
1908322:鬼,37;不得好死,15;墓地,11;跳舞,10;恶鬼,8;
2082229:纯洁,2;生活,2;捆绑,1;该,1;缩影,1;
4301282:噠,5;格蕾,3;美女,3;适合,3;前男友,3;
1309038:梦想,79;公主,31;滑冰,28;放弃,26;凯西,26;
1448751:周恩来,40;总理,30;历史,23;文革,18;周总理,16;
1864542:四个,8;平凡,8;名字,4;少年,3;苏有朋,3;
2125071:男人,28;女人,24;cd,23;韩国,17;劈,17;
1298139:施密特,239;女儿,90;生活,85;先生,62;退休,50;
1299256:sinbad,81;marina,47;],38;辛巴达,38;王子,22;
4255184:爱,12;爱情,9;男人,8;感情,7;属于,6;
1822108:生活,46;jerry,26;朋友,20;audrey,16;丈夫,14;
10483753:画,33;画画,10;画家,10;爱,10;女孩,7;
3287665:旅店,25;老板,22;杀,13;男主角,13;幽默,13;
11534728:鬼,5;房子,5;恶鬼,4;女主角,4;影评,3;
1301547:真相,14;boylar,7;士兵,7;调查,7;牺牲,7;
1294572:梦想,41;女主角,35;狼,25;薇,25;酒吧,22;
1921003:面具,30;恐怖,29;杀人,26;真实,23;恐怖片,21;
1770016:试探,4;以来,2;db,2;勇敢,2;ziggy,2;
1959787:千,17;王,13;群英会,13;仇,12;屠一笑,8;
4902937:母亲,208;女儿,111;妈妈,86;智淑,39;父亲,38;
1476712:惠子,17;知,11;美,10;女人,9;生活,6;
2009469:梦,46;男主角,35;植物人,32;医院,32;恐惧,26;
1842721:孤独,20;酒保,8;空间,6;(,5;),5;
10727042:摩尔,96;庄园,74;成长,51;动画电影,50;摩,47;
1907464:号,2721;集结,2689;谷子,2123;战争,2035;中国,941;
1421468:wendy,42;爱情,35;﹐,25;俄罗斯,25;爱,21;
1875313:梦想,639;王朔,349;老徐,298;装,271;徐静蕾,255;
1798010:拉奇,14;ksina,10;生活,10;鬼,9;丈夫,9;
2028661:吸血鬼,340;教会,113;魔,104;者,100;驱,97;
3140108:in,7;it,6;shame,5;might,5;have,5;
1297894:她们,341;女孩,233;自杀,190;男孩,108;青春,91;
1951337:超人,8;sb,6;美国,5;烂片,4;紧身衣,4;
1297274:海伦,26;语言,15;世界,13;哭,10;老师,10;
1306742:red,14;rose,14;房子,13;安妮,11;恐怖,7;
3794902:恐怖片,7;意大利,4;美国,4;风格,4;amato,3;
1761818:标本,96;无名指,57;女主角,51;男人,37;穿,30;
1307729:毛泽东,23;傅作义,21;本,18;系列,17;中国,16;
